Tweets,Length,Date,Source,Favourites,RTs
"Today, we celebrate the start of #BlackHistoryMonth and honour the legacy of Black Canadians. This month, let’s celebrate the contributions they have made and continue to make to our country. https://t.co/5gkhz6hGJi",215,2020-02-01 16:01:47,Twitter for iPhone,1949,456
"Aujourd’hui, nous célébrons le début du #MoisdelhistoiredesNoirs et rendons hommage à l’héritage des Canadiens noirs. Ce mois-ci, célébrons les contributions que les Noirs ont apportées et continuent d’apporter à notre pays. https://t.co/pss1TOGnMA",248,2020-02-01 16:01:43,Twitter for iPhone,188,42
"In our meeting, we spoke about the measures in place across Canada to detect, contain, and prevent the spread of the virus. We also discussed plans to bring Canadian citizens from the affected areas in China back home. More on our meeting here: https://t.co/OEdLeFrNnk",268,2020-02-01 01:00:04,Twitter for iPhone,331,66
"Our top priority is the safety of Canadians. This afternoon, we convened a meeting with the Incident Response Group focused on the coronavirus. I want Canadians to know that the risk remains low in Canada. https://t.co/DnvmE93SZb",229,2020-02-01 01:00:03,Twitter for iPhone,1515,271
Notre réunion a porté sur les mesures en place au Canada pour détecter et contenir le virus et en prévenir la propagation. On a aussi discuté des plans visant à rapatrier les Canadiens qui se trouvent dans les régions touchées en Chine. Détails : https://t.co/spR5Lib7n4,270,2020-02-01 00:59:56,Twitter for iPhone,84,17
"La sécurité des Canadiens est notre priorité absolue. Cet après-midi, on a convoqué le Groupe d’intervention en cas d’incident à une réunion sur le coronavirus. Je veux que les Canadiens sachent que le risque est faible. https://t.co/oDDmTNB6Sw",244,2020-02-01 00:59:55,Twitter for iPhone,174,24
Shared some laughs &amp; talked some shop over lunch with interns from my constituency office today. Our conversation was a reminder that this generation is the most engaged &amp; informed our country’s ever seen. https://t.co/B4aJuaM9De,237,2020-01-31 23:11:53,Twitter for iPhone,1612,156
J’ai partagé un beau moment avec des stagiaires de mon bureau de circonscription autour d’un dîner. Nos conversations m’ont rappelé à quel point cette génération est la plus engagée et la mieux informée que notre pays ait jamais connue. https://t.co/uUWdqIHD5Q,260,2020-01-31 23:11:48,Twitter for iPhone,189,21
"This morning, I sat down with leaders from Montreal’s Black community. We had a good conversation that focused on economic opportunity, entrepreneurship, and job creation. https://t.co/55sV4fYh9g",195,2020-01-31 21:51:24,Twitter Web App,722,101
"Ce matin, j’ai rencontré des dirigeants de la communauté noire de Montréal. Nous avons eu une bonne conversation au sujet de l’économie, de l’entrepreneuriat et de la création d’emplois. https://t.co/72SF9Js0Eg",210,2020-01-31 21:51:14,Twitter Web App,183,26
"RT @HonAhmedHussen: Thanks to the #CanadaChildBenefit, parents have more money in their pockets to help with the cost of raising their kids…",140,2020-01-31 21:39:38,Twitter for iPhone,0,59
"RT @HonAhmedHussen: Grâce à #LAllocationCanadiennePourEnfants, les parents ont plus d'argent dans leurs poches pour élever leurs enfants.…",138,2020-01-31 21:39:36,Twitter for iPhone,0,14
The antisemitic defacing of the National Holocaust Monument is completely unacceptable. The fact that this act of hate took place just days after International Holocaust Remembrance Day reminds us that we must all continue to be vigilant &amp; fight antisemitism. https://t.co/IUn9uyr0AE,287,2020-01-31 21:06:51,Twitter Web App,1992,446
Le vandalisme antisémite causé au Monument national de l’Holocauste est complètement inacceptable. Ce geste haineux posé quelques jours seulement après la Journée internationale dédiée à la mémoire des victimes de l’Holocauste nous rappelle l’importance de continuer notre lutte. https://t.co/GFkpaj3NOS,303,2020-01-31 21:06:46,Twitter Web App,209,31
RT @PattyHajdu: I’m aware that Ontario has identified a third case of novel #coronavirus. The individual is doing well and is in isolation.…,140,2020-01-31 20:54:39,Twitter for iPhone,0,131
RT @PattyHajdu: Un 3e cas du nouveau #coronavirus a été identifié en Ontario. La personne est au repos et est isolée. Le risque d'une éclos…,140,2020-01-31 20:54:37,Twitter for iPhone,0,22
"At Vêtements Peerless in Montreal, over 90% of their sales go to the US. The new NAFTA means they can keep selling their products across the border, keep growing, and keep creating jobs. And that’s true for businesses across the country. https://t.co/jzc0TTt3NU",261,2020-01-31 19:45:23,Twitter Web App,316,49
"Chez Vêtements Peerless, à Montréal, 90 % des ventes sont destinées aux États-Unis. Grâce au nouvel ALENA, cette entreprise pourra continuer de vendre ses produits de l’autre côté de la frontière, de croître et de créer des emplois. Cela vaut pour toutes les entreprises du pays. https://t.co/fUzYUWQuR4",303,2020-01-31 19:45:15,Twitter Web App,147,21
"Judith Keating and W. Brent Cotter have both led exceptional careers. Their years of service &amp; dedication to regional, cultural, and linguistic diversity will help the Senate better serve all Canadians. More on the experience they’ll bring to the Chamber: https://t.co/9uJnJVMWhw",283,2020-01-31 18:14:55,Twitter Web App,278,49
"Judith Keating et W. Brent Cotter ont tous deux connu une carrière exceptionnelle. Leurs années de service et leur dévouement envers la diversité régionale, culturelle et linguistique aideront le Sénat à mieux servir les Canadiens. Pour en savoir plus : https://t.co/gSHh2yUtV9",277,2020-01-31 18:14:47,Twitter Web App,104,14
"This morning, I spoke with @POTUS Trump about the progress we’re making on the new NAFTA. We also discussed the latest developments on the coronavirus, and the detention of Canadians in China. More on what we talked about here: https://t.co/OL3M2VZf20",251,2020-01-31 17:34:52,Twitter Web App,558,110
"Ce matin, j’ai discuté avec le @POTUS Trump des progrès que nous faisons relativement au nouvel ALENA. Nous avons également parlé des derniers développements concernant le coronavirus et la détention de Canadiens en Chine. Pour plus de détails : https://t.co/0HSo4FOAYg",269,2020-01-31 17:34:48,Twitter Web App,106,13
"RT @FP_Champagne: Last night, I spoke with my counterpart State Councillor and Foreign Minister Wang Yi to ask for the collaboration of the…",140,2020-01-31 13:59:51,Twitter for iPhone,0,39
RT @FP_Champagne: Hier soir je me suis entretenu avec mon homologue chinois le conseiller d'État et ministre des Affaires étrangères Wang Y…,140,2020-01-31 13:59:49,Twitter for iPhone,0,16
"RT @DeputyPM_Canada: Earlier today in @OurCommons, Deputy Prime Minister Chrystia Freeland highlighted the importance of the new #NAFTA to…",139,2020-01-31 03:01:12,Twitter for iPhone,0,76
"RT @VicePMduCanada: Plus tôt aujourd’hui à @NosCommunes, la vice-première ministre Chrystia Freeland a souligné l’importance du nouvel #ALE…",140,2020-01-31 03:01:09,Twitter for iPhone,0,22
"We’re focused on creating more jobs for workers &amp; more opportunities for businesses. This afternoon, I sat down with the board of @APMACanada and we had a good conversation about the benefits the new NAFTA will create &amp; how we can better support innovation in the auto sector. https://t.co/w6ewuPsvc1",308,2020-01-31 01:18:43,Twitter for iPhone,685,86
"On veut créer plus d’emplois pour les travailleurs et plus d’opportunités pour les entreprises. Cet après-midi, j’ai discuté avec le conseil d’administration de l’@APMACanada des avantages du nouvel ALENA et de la façon de mieux soutenir l’innovation dans le secteur automobile. https://t.co/huLP89iPMC",302,2020-01-31 01:18:38,Twitter for iPhone,175,16
"Workers across the country, like those I met at ABC Technologies in Brampton today, keep our economy strong &amp; growing. The new NAFTA means they can feel more confident about their jobs because it removes the threat of auto tariffs &amp; protects our supply chains. https://t.co/9vGxELn4vk",292,2020-01-31 00:27:42,Twitter Media Studio,2894,426
"Les travailleurs canadiens, comme ceux d’ABC Technologies à Brampton, assurent la vigueur et la croissance de notre économie. Pour les aider, le nouvel ALENA éliminera la menace des droits de douane sur les automobiles et protégera nos chaînes d’approvisionnement. https://t.co/IeyYWCu6MQ",288,2020-01-31 00:27:36,Twitter Media Studio,312,39
RT @PattyHajdu: Today the @WHO determined that the novel #coronavirus is a public health emergency of international concern. The measures r…,140,2020-01-30 23:33:46,Twitter for iPhone,0,152
RT @PattyHajdu: Aujourd’hui l’@WHO a déterminé que le nouveau #coronavirus constitue une urgence de santé publique de portée internationale…,140,2020-01-30 23:33:44,Twitter for iPhone,0,22
RT @bankofcanada: Who is your #bankNOTEable Canadian? We’ve officially launched our call for nominations to help select the iconic Canadian…,140,2020-01-30 20:05:15,Twitter Web App,0,89
"RT @banqueducanada: Selon vous, qui devrait figurer #surunBILLET? C’est officiel : nous avons lancé l’appel de candidatures pour le choix d…",140,2020-01-30 20:05:11,Twitter Web App,0,18
"@DLeBlancNB @marcomendicino @HarjitSajjan We’re all so glad to have you back, my friend. We’ve got a lot of work to do, but I know you’ll keep us laughing along the way.",169,2020-01-30 19:57:38,Twitter Web App,60,8
"@DLeBlancNB @marcomendicino @HarjitSajjan On est tous très heureux de ton retour, mon ami. On a beaucoup de travail à faire, mais je sais que tu nous feras beaucoup rire en cours de route.",188,2020-01-30 19:57:34,Twitter Web App,16,3
RT @DeputyPM_Canada: 🔴 LIVE: Deputy Prime Minister Chrystia Freeland speaks in @OurCommons about the new #NAFTA. https://t.co/wQdVlQK93I,136,2020-01-30 15:23:05,Twitter for iPhone,0,87
RT @VicePMduCanada: 🔴 EN DIRECT: la vice-première ministre Chrystia Freeland s’adresse à @NosCommunes au sujet du nouvel #ALENA. https://t.…,140,2020-01-30 15:23:02,Twitter for iPhone,0,22
"RT @HarjitSajjan: To our friends &amp; partners in Australia, the @CanadianForces' CC-177 Globemaster on its way.  We're bringing fire retardan…",144,2020-01-30 14:20:30,Twitter for iPhone,0,210
RT @HarjitSajjan: À notre ami &amp; partenaire l’Australie : le Globemaster CC-177 des @ForcesCanada est en route. Nous amenons des ignifuges q…,144,2020-01-30 14:20:27,Twitter for iPhone,0,34
RT @CPHO_Canada: 1/5 I am concerned about the growing number of reports of #racism and stigmatizing comments on social media directed to pe…,140,2020-01-30 04:01:12,Twitter for iPhone,0,792
RT @ACSP_Canada: 1/5 Je suis attristé et préoccupé par le nombre croissant de rapports de #racisme et de commentaires stigmatisants sur les…,140,2020-01-30 04:01:09,Twitter for iPhone,0,32
"Canadians in every province &amp; territory will benefit from this deal. Whether you’re an automaker in Ontario, a farmer in Alberta, a manufacturer in Quebec, or an entrepreneur in Vancouver or St. John’s, the new NAFTA will help create more opportunities for you to succeed.",276,2020-01-30 01:01:33,Twitter for iPhone,423,71
"Businesses across Canada rely on agreements like the new NAFTA to reach new customers and sell their products &amp; services at competitive prices. Today in the House, we took another step towards passing this deal, which will help them grow - and that means more jobs for Canadians.",283,2020-01-30 01:01:33,Twitter for iPhone,1204,179
"Les Canadiens de partout au pays tireront avantage de cet accord. Fabricants d’automobiles de l’Ontario, agriculteurs de l’Alberta, manufacturiers du Québec ou entrepreneurs de Vancouver ou de St. John’s : tous profiteront des occasions créées par le nouvel ALENA.",264,2020-01-30 01:01:28,Twitter for iPhone,110,12
"Nos entreprises ont besoin d’accords comme le nouvel ALENA pour élargir leur clientèle et être concurrentielles. À la Chambre, on a franchi une autre étape vers l’adoption de l’accord, qui aidera les entreprises à croître. Et cela veut dire plus d’emplois pour les Canadiens.",275,2020-01-30 01:01:28,Twitter for iPhone,201,27
"RT @DeputyPM_Canada: Today, Deputy Prime Minister Chrystia Freeland introduced legislation to implement the new #NAFTA, an important step t…",140,2020-01-30 00:55:09,Twitter for iPhone,0,106
"RT @VicePMduCanada: Aujourd’hui, la vice-première ministre Chrystia Freeland a déposé un projet de loi visant à mettre en œuvre le nouvel #…",140,2020-01-30 00:55:05,Twitter for iPhone,0,33
"RT @_DebSchulte: For autoworkers in Ontario, the new #NAFTA preserves crucial cross-border supply chains. It provides an incentive to produ…",140,2020-01-30 00:51:02,Twitter for iPhone,0,27
"This is great news for the growing tech sector in Vancouver and Canada - Shopify has chosen Canadian talent again! Congratulations on your continued success &amp; growth, @Shopify! https://t.co/u2bu4fgY1p",204,2020-01-30 00:30:17,Twitter for iPhone,763,133
"Excellente nouvelle pour le secteur des technologies en pleine croissance de Vancouver et du Canada : Shopify a de nouveau choisi des talents canadiens! Félicitations, @Shopify, pour votre croissance et votre succès continus! https://t.co/vdH7GysK3j",249,2020-01-30 00:30:12,Twitter for iPhone,128,19
"RT @Min_IndServ: Join the #BellLetsTalk conversation to help Indigenous youth, families, communities and all Canadians dealing with mental…",139,2020-01-30 00:26:10,Twitter for iPhone,0,304
"RT @Min_ServAutoch: Joignez-vous à #BellCause pour aider les jeunes, les familles et les communautés autochtones, et tous les Canadiens, af…",140,2020-01-30 00:26:08,Twitter for iPhone,0,75
"She did it! Christine Sinclair is now international soccer’s all-time leading goal scorer. Congratulations, @sincy12 – you rock! #Sincy185 https://t.co/s7wveuocIf",162,2020-01-30 00:04:00,Twitter for iPhone,4429,653
"Mission accomplie! Christine Sinclair est devenue la meilleure marqueuse de l’histoire du soccer international. Félicitations, @sincy12, vous êtes merveilleuse! #Sincy185 https://t.co/qauJHnJJHR",194,2020-01-30 00:03:55,Twitter for iPhone,195,24
"Canadians are stepping up to show support &amp; help move mental health forward. As a government, we’re committed to supporting people by making historic investments in mental health &amp; increasing resources so they can get the help they need. Tune in for that &amp; more. #BellLetsTalk https://t.co/2X7rqvCsWk",312,2020-01-29 23:47:04,Twitter for iPhone,2016,1200
"Les Canadiens se mobilisent pour appuyer la cause de la santé mentale. Notre gouvernement, pour sa part, soutient les gens avec des investissements sans précédent en santé mentale et plus de ressources pour offrir l’aide nécessaire. Regardez l’interview ce soir. #BellCause https://t.co/2X7rqvCsWk",297,2020-01-29 23:47:00,Twitter for iPhone,228,184
"Whether we’re sitting at home or walking to school, Sophie &amp; I talk with our kids regularly about mental health. I’m glad they’re growing up in a world where these conversations are encouraged, and it’s great so many of you are tweeting about #BellLetsTalk. Let’s keep talking! https://t.co/w8wUgSfxBK",305,2020-01-29 20:55:00,Twitter Web App,4622,2121
"Qu’on soit à la maison ou en route vers l’école, Sophie et moi parlons souvent de santé mentale à nos enfants. Je suis content qu’ils vivent dans un monde où ces conversations sont bien accueillies, et c’est génial de vous voir en parler avec le mot-clic #BellCause. On continue! https://t.co/ndtDCgAvHa",303,2020-01-29 20:54:48,Twitter Web App,312,191
"RT @CDS_Canada_CEMD: “Be there. #BellLetsTalk, buddy check: start the conversation on mental health  ” JV",105,2020-01-29 17:56:19,Twitter for iPhone,0,255
RT @CDS_Canada_CEMD: « Soyez là. Faites une vérification entre camarades et lancez la conversation sur la santé mentale. » JV #BellCause,136,2020-01-29 17:56:16,Twitter for iPhone,0,70
RT @SeamusORegan: Asking for help could be the bravest thing that you do in your life. #BellLetsTalk https://t.co/BuCOJkzJe3,124,2020-01-29 17:05:45,Twitter for iPhone,0,890
RT @SeamusORegan: Demander de l’aide – c’est peut-être la chose la plus courageuse que vous ferez dans votre vie.  #BellCause https://t.co/…,140,2020-01-29 17:05:43,Twitter for iPhone,0,117
"RT @HonAhmedHussen: 3 years later, the families of the victims still deal with the consequences of Islamophobia every day.

We grieve those…",140,2020-01-29 16:46:30,Twitter for iPhone,0,188
"RT @HonAhmedHussen: 3 ans plus tard, les familles des victimes subissent toujours les conséquences de l'islamophobie.
 
Pleurons ceux que n…",140,2020-01-29 16:46:28,Twitter for iPhone,0,42
"Three years ago, 6 people were killed and 19 were wounded at the hands of Islamophobia &amp; hate. Today, we remember the victims &amp; stand with their families, whose lives were forever changed by the terrorist attack at the Centre culturel islamique de Québec. https://t.co/DTh86h5DbY",287,2020-01-29 14:16:49,Twitter for iPhone,1808,522
"Il y a trois ans, 6 personnes étaient tuées et 19 étaient blessées à cause de l’islamophobie et de la haine. Nous pensons aux victimes et à leurs familles, qui ont été changées à jamais par l’attentat terroriste au Centre culturel islamique de Québec. https://t.co/LMc3irM1bO",275,2020-01-29 14:16:45,Twitter for iPhone,232,69
"It’s the 10th year of #BellLetsTalk and, while we’ve come a long way from where the conversation on mental health started, there’s still more work to do to end stigma &amp; make sure Canadians can get the support they need. So let’s keep talking, Canada!",254,2020-01-29 13:00:29,Twitter for iPhone,7226,6607
"C’est la 10e édition de la Journée #BellCause! On a fait bien des progrès depuis notre 1re conversation sur la santé mentale, mais il reste du travail à faire pour mettre fin aux préjugés et offrir aux Canadiens le soutien dont ils ont besoin. Alors, poursuivons la conversation!",279,2020-01-29 13:00:19,Twitter for iPhone,362,407
"RT @FilomenaTassi: The new NAFTA will benefit Canadians in every part of the country, affecting everything from small business growth to th…",140,2020-01-29 02:45:07,Twitter for iPhone,0,37
"RT @FilomenaTassi: Le nouvel ALENA profitera aux Canadiens de toutes les régions du pays, ce qui aura un impact sur tout, de l'expansion de…",140,2020-01-29 02:45:05,Twitter for iPhone,0,20
"RT @SeamusORegan: With grit and good humour, you dug in...and helped us out. 

(To some of you, I had to explain what a ‘barmp’ is because…",139,2020-01-29 02:21:57,Twitter for iPhone,0,101
"RT @HarjitSajjan: On #DataPrivacyDay, I want to highlight the important role that @cse_cst's Canada Centre for Cyber Security plays in prot…",140,2020-01-29 02:11:15,Twitter for iPhone,0,43
"RT @HarjitSajjan: Pour la #Journeedelaprotectiondesdonnees, je veux souligner le rôle important que @cse_cst joue dans la protection des Ca…",140,2020-01-29 02:11:12,Twitter for iPhone,0,14
RT @PattyHajdu: Today I announced further measures around novel #coronavirus including additional public health officials at airports and a…,140,2020-01-29 02:06:07,Twitter for iPhone,0,82
RT @PattyHajdu: J’ai confirmé aujourd’hui que davantage de professionnels de la santé publique seront présents aux aéroports et qu’une lign…,140,2020-01-29 02:06:05,Twitter for iPhone,0,14
RT @L_MacAulay: Children across Canada have been creating Valentines for Vets for years to express their gratitude and share their thanks.…,139,2020-01-28 23:52:41,Twitter Web App,0,119
"RT @L_MacAulay: Des enfants de partout au Canada créent des valentins pour les vétérans pour exprimer leur gratitude.

Envoyez-nous vos val…",140,2020-01-28 23:52:39,Twitter Web App,0,19
"RT @karinagould: Canadians came together and negotiated for a modernized free trade agreement with the United States and Mexico, and we got…",140,2020-01-28 21:57:41,Twitter Web App,0,51
"RT @karinagould: Pendant plus d'un an, le Canada a âprement négocié un accord de libre-échange modernisé avec les États-Unis et le Mexique,…",140,2020-01-28 21:57:37,Twitter Web App,0,12
"RT @melaniejoly: Our two languages speak to the country we’ve built, the people we are, and the society we hope to leave to our children. W…",140,2020-01-28 21:24:24,Twitter Web App,0,85
"RT @melaniejoly: Nos deux langues officielles font partie de notre histoire, notre identité et reflètent un modèle de société que nous voul…",140,2020-01-28 21:24:20,Twitter Web App,0,42
"RT @HarjitSajjan: Today, @JTFA_FOIA announced their completion of our assistance to Newfoundland. Thank you to the women &amp; men of the @Cana…",144,2020-01-28 18:04:30,Twitter for iPhone,0,106
"RT @HarjitSajjan: Aujourd’hui, @JTFA_FOIA a annoncé l’achèvement de notre aide à Terre-Neuve. Merci aux femmes &amp; aux hommes des @ForcesCana…",144,2020-01-28 18:04:28,Twitter for iPhone,0,28
"When we met in Arctic Bay last August, Elder Qapik spoke about keeping Inuit traditions alive. She’s an extraordinary woman who made remarkable contributions to Canada’s war efforts. I hope this recognition will keep her story alive - it’s one the world needs to hear. https://t.co/gE9v7bjcE1",292,2020-01-28 16:54:02,Twitter Web App,1147,209
"En août, à Arctic Bay, l’aînée Qapik me parlait de l’importance de garder les traditions inuites en vie. Cette femme formidable a énormément contribué aux efforts de guerre du Canada. J’espère que cette reconnaissance gardera son histoire bien vivante – le monde doit l’entendre. https://t.co/kmBjwptrFw",303,2020-01-28 16:53:59,Twitter Web App,205,32
"RT @CanadianPM: Today in the House of Commons, Prime Minister Justin Trudeau paid tribute to the victims of the tragedy involving flight PS…",140,2020-01-28 02:12:51,Twitter for iPhone,0,350
"RT @PMcanadien: Aujourd’hui à la Chambre des communes, le premier ministre Justin Trudeau a rendu hommage aux victimes de la tragédie du vo…",140,2020-01-28 02:12:48,Twitter for iPhone,0,55
"RT @cafreeland: This morning in @OurCommons, I introduced a Ways and Means Motion for the new #NAFTA. I ask that all parliamentarians work…",139,2020-01-28 01:29:43,Twitter for iPhone,0,204
"RT @cafreeland: Ce matin dans @NosCommunes, j’ai présenté une motion de voies et moyens pour le nouvel #ALÉNA. Je demande à tous les parlem…",140,2020-01-28 01:29:41,Twitter for iPhone,0,36
"Canada stands with the people of Venezuela as they pursue free &amp; fair elections and human rights. In our meeting today, I commended Interim President @jguaido for the leadership he’s shown in his efforts to return democracy to Venezuela &amp; offered him our continued support. https://t.co/UPH4Kd2xXG",305,2020-01-28 00:54:59,Twitter for iPhone,7547,2343
"Le Canada offre son soutien continu au Venezuela en vue de la tenue d’élections libres et justes et de la défense des droits de la personne. Lors de ma rencontre avec @jguaido aujourd’hui, j’ai salué le leadership exercé par le président par intérim pour rétablir la démocratie. https://t.co/PPNk7Ha3oh",302,2020-01-28 00:54:49,Twitter for iPhone,1958,674
"RT @PattyHajdu: I just updated Canadians on the novel #coronavirus. Today, Ontario indicated that they have identified a second case. Both…",139,2020-01-28 00:18:49,Twitter for iPhone,0,143
RT @PattyHajdu: J'ai fait le point sur le nouveau coronavirus: aujourd'hui l'Ontario a indiqué avoir identifié un 2e cas. Ces 2 personnes r…,140,2020-01-28 00:18:47,Twitter for iPhone,0,22
"This morning, I met with the Incident Response Group to go over the steps we’re taking to prevent the spread of coronavirus in Canada, help families affected by the tragic event in Iran, and support Australia as it battles wildfires. More on our meeting: https://t.co/WSrIVjSSnN https://t.co/5dVd14widR",302,2020-01-27 23:44:03,Twitter for iPhone,1266,244
"Ce matin, j’ai revu avec le Groupe d’intervention en cas d’incident nos mesures pour prévenir la propagation du coronavirus au Canada, aider les familles touchées par le tragique événement en Iran et soutenir la lutte contre les incendies en Australie : https://t.co/9CADmuk6QP https://t.co/IIhgShWdSm",301,2020-01-27 23:43:55,Twitter for iPhone,181,35
RT @CanadianPM: Watch live: PM Justin Trudeau pays tribute to the victims of the tragedy involving flight PS752 in Iran. https://t.co/PNL5d…,140,2020-01-27 20:18:12,Twitter Web App,0,213
RT @PMcanadien: En direct: le premier ministre Justin Trudeau rend hommage aux victimes de la tragédie du vol PS752 en Iran. https://t.co/M…,140,2020-01-27 20:18:03,Twitter Web App,0,35
"Today, 75 years after the liberation of Auschwitz-Birkenau, we remember the more than six million Jews who were senselessly murdered during the Holocaust &amp; the countless other victims. We will honour their memory by vowing: Never Again. #WeRemember https://t.co/g7Adiz1d0w",276,2020-01-27 14:07:00,Twitter Web App,3368,920
"Aujourd’hui, 75 ans après la libération d’Auschwitz-Birkenau, nous nous souvenons des plus de six millions de Juifs assassinés durant l’Holocauste et des innombrables autres victimes. Nous honorons leur mémoire en promettant : plus jamais. #SouvenonsNous https://t.co/NGRJudHfX3",278,2020-01-27 14:06:57,Twitter Web App,280,83
There’s a lot of Canadian talent to root for at the #Grammys this evening. Congratulations &amp; good luck to all of you!,121,2020-01-27 00:30:31,Twitter for iPhone,4571,325
Il y a beaucoup de talents canadiens à encourager ce soir aux #Grammys. Félicitations et bonne chance à chacun et à chacune de vous!,132,2020-01-27 00:30:27,Twitter for iPhone,539,52
"RT @PattyHajdu: This morning, @CPHO_Canada and I updated Canadians on the novel #coronavirus. Although we have a first presumptive case in…",139,2020-01-26 19:40:47,Twitter for iPhone,0,191
"RT @PattyHajdu: Ce matin, la @ACSP_Canada et moi avons informé les Canadiens sur la situation au pays sur le #coronavirus. Malgré ce premie…",140,2020-01-26 19:40:45,Twitter for iPhone,0,47
"On Monday, I’ll meet with @jguaido, the Interim President of Venezuela. We’ll talk about the importance of democracy &amp; the need for a peaceful, Venezuelan-led transition toward free &amp; fair elections as soon as possible. More on his visit to Ottawa: https://t.co/LaHPlIiIlm",280,2020-01-26 18:30:20,Twitter for iPhone,5289,2223
"Lundi, je rencontrerai @jguaido, président par intérim du Venezuela, à Ottawa. Nous parlerons de l’importance de la démocratie et du besoin d’une transition pacifique urgente, menée par le Venezuela, vers des élections libres et justes. En savoir plus : https://t.co/jndskCSap7",277,2020-01-26 18:30:17,Twitter for iPhone,4176,1998
"RT @cafreeland: Today I wrote to Opposition Leaders @AndrewScheer, @yfblanchet, @theJagmeetSingh, and @JoAnnRobertsHFX, asking that we work…",140,2020-01-26 17:32:06,Twitter for iPhone,0,297
"RT @cafreeland: Auj, j’ai écrit aux Chefs d’opposition, @AndrewScheer, @yfblanchet, @theJagmeetSingh, et @JoAnnRobertsHFX, pour demander qu…",140,2020-01-26 17:32:04,Twitter for iPhone,0,44
RT @PattyHajdu: I’ve spoken to Ontario Minister of Health @celliottability who has confirmed that Ontario has identified a case of novel #c…,140,2020-01-26 03:02:23,Twitter for iPhone,0,177
"RT @PattyHajdu: J’ai parlé avec la ministre de la Santé de l’Ontario @celliottability du cas de coronavirus identifié à Toronto, dont la de…",140,2020-01-26 03:02:21,Twitter for iPhone,0,36
RT @CPHO_Canada: 1/5 Ontario has reported Canada’s first presumptive confirmed case of #2019nCoV #coronavirus in a traveller who arrived in…,140,2020-01-26 02:55:40,Twitter for iPhone,0,175
"RT @ACSP_Canada: 1/5 L’Ontario a annoncé le premier cas présumé confirmé du #coronavirus #nCoV2019, découvert chez un voyageur arrivé au Ca…",140,2020-01-26 02:55:34,Twitter for iPhone,0,30
RT @HarjitSajjan: Australia and Canada are there for each other during times of need. It's why when Australia needs a helping hand from the…,140,2020-01-25 16:30:00,Twitter for iPhone,0,151
RT @HarjitSajjan: L’Australie et le Canada sont là l’un pour l’autre en cas de besoin. C’est pourquoi lorsque l’Australie a besoin d’aide d…,140,2020-01-25 16:29:57,Twitter for iPhone,0,29
"RT @liberal_party: Happy Lunar New Year! May this #YearoftheRat bring you health, happiness, and good fortune. https://t.co/Iu5Epriewk",134,2020-01-25 15:45:52,Twitter for iPhone,0,100
"RT @parti_liberal: Joyeux Nouvel An lunaire! Que cette #AnnéeDuRat vous apporte, à vous et à vos proches, santé, bonheur et chance. https:/…",140,2020-01-25 15:45:48,Twitter for iPhone,0,30
"As we mark the Vietnamese New Year and look forward to the arrival of spring, I want to wish everyone celebrating a very happy Tết Nguyên Đán! https://t.co/SAnRbriZZ1",166,2020-01-25 14:30:46,Twitter for iPhone,665,124
"Alors que nous marquons le Nouvel An vietnamien et attendons avec impatience l’arrivée du printemps, je tiens à souhaiter un très heureux Tết Nguyên Đán à tous ceux qui célèbrent cette occasion! https://t.co/BiOxh0YvCT",218,2020-01-25 14:30:42,Twitter for iPhone,171,22
"Happy Lunar New Year! To Koreans in Canada and around the world celebrating Seollal today, I wish you health, happiness, and prosperity. https://t.co/OcXs8GQKR9",160,2020-01-25 14:15:11,Twitter for iPhone,700,124
"Bonne année lunaire! Je souhaite santé, bonheur et prospérité aux Coréens du Canada et du monde entier qui célèbrent Seollal aujourd’hui. https://t.co/0ejZgmTMo3",161,2020-01-25 14:15:07,Twitter for iPhone,206,33
Happy Chinese New Year to everyone celebrating the Spring Festival and welcoming the Year of the Rat! I hope you and your family have a peaceful and prosperous year full of good fortune! https://t.co/b2UlMslkDF,210,2020-01-25 14:00:54,Twitter for iPhone,1374,232
Bon Nouvel An chinois à tous ceux qui célèbrent la fête du printemps et l’arrivée de l’année du Rat! Je vous souhaite ainsi qu’à votre famille une année paisible et prospère sous le signe de la bonne fortune! https://t.co/N9hfcaVlWu,232,2020-01-25 14:00:50,Twitter for iPhone,187,36
Devastating news from Turkey this evening. Our hearts go out to everyone who was injured or who has lost a loved one in today’s earthquake. We’re keeping you in our thoughts tonight.,182,2020-01-25 00:44:32,Twitter for iPhone,7082,1209
Nouvelle bouleversante en provenance de la Turquie ce soir. Nous sommes de tout cœur avec les personnes qui ont été blessées ou qui ont perdu un être cher dans le tremblement de terre d’aujourd’hui. Nos pensées vous accompagnent.,229,2020-01-25 00:44:28,Twitter for iPhone,684,126
"And because millions of Canadians depend on stable &amp; reliable trade with our largest trading partners, our first priority is getting the new NAFTA across the finish line, starting Monday in the House of Commons.",215,2020-01-24 20:58:38,Twitter Web App,553,66
"We’ve got our work cut out for us when Parliament returns next week. Over the past two days, our team’s had a chance to talk about our goals &amp; priorities and how we’re going to make sure we keep delivering on the things that matter most to you &amp; your family.",266,2020-01-24 20:58:38,Twitter Web App,1745,191
"Et parce que des millions de Canadiens dépendent d’échanges commerciaux stables et fiables avec nos plus importants partenaires commerciaux, notre priorité sera de franchir la dernière étape de l’ALENA. Nous nous attaquons à cela dès lundi à la Chambre des communes.",266,2020-01-24 20:58:33,Twitter Web App,114,15
