Tweets,Length,Date,Source,Favourites,RTs,Username
RT @DFID_UK: A warm welcome to the African leaders joining us at today’s UK-Africa Investment Summit as we mark a new era of partnership be…,140,2020-01-20 10:58:56,Twitter for iPhone,0,300,BorisJohnson
"RT @10DowningStreet: Across the continent, Africa is booming. With our unique expertise and world-leading innovation, the UK wants to be th…",140,2020-01-20 10:12:51,Twitter for iPhone,0,422,BorisJohnson
"RT @10DowningStreet: Loneliness can affect us all. Meet the person who decided to do something about it. 

Watch the story of Mike Niles, f…",140,2020-01-20 08:23:34,Twitter for iPhone,0,254,BorisJohnson
RT @10DowningStreet: PM @BorisJohnson joined world leaders in Berlin for talks on ending the conflict in Libya. https://t.co/cq3o9LhGET,135,2020-01-19 20:23:05,Twitter for iPhone,0,256,BorisJohnson
RT @10DowningStreet: PM @BorisJohnson met President Putin in the margins of the Berlin Conference on Libya. https://t.co/8jA3gPvfoU https:/…,140,2020-01-19 17:47:35,Twitter for iPhone,0,303,BorisJohnson
RT @10DowningStreet: PM @BorisJohnson and President @EmmanuelMacron met at the Berlin Conference on Libya and discussed the need for a ceas…,140,2020-01-19 17:47:03,Twitter for iPhone,0,236,BorisJohnson
"RT @10DowningStreet: “The people of Libya have suffered enough, it’s time for the country to move forward.” — PM @BorisJohnson is in Berlin…",140,2020-01-19 15:26:01,Twitter for iPhone,0,592,BorisJohnson
RT @LeylaHannbeck: Delighted &amp;grateful that Prime Minister @BorisJohnson accepted @AIMpharmacies invitation to visit our member McParlands…,143,2020-01-17 18:34:32,Twitter for iPhone,0,169,BorisJohnson
"RT @Hill_libraries: Prime Minister @BorisJohnson visited #OakFarmLibrary Coffee Morning today, to chat to residents about their ideas and c…",140,2020-01-17 16:37:18,Twitter Web App,0,99,BorisJohnson
"RT @10DowningStreet: Could you change the world? 🌍 

The deadline to apply for the role of Chief Executive Officer at UK Research and Innov…",140,2020-01-17 07:42:40,Twitter for iPhone,0,284,BorisJohnson
"RT @10DowningStreet: ""The British public deserve access to the best technology, which is why we’re rolling out gigabit broadband across the…",140,2020-01-16 16:42:14,Twitter Web App,0,433,BorisJohnson
"RT @ZacGoldsmith: This is such a critically important campaign - led by the UK and launched at the UN by @BorisJohnson 

We are encouraging…",140,2020-01-16 12:01:25,Twitter for iPhone,0,467,BorisJohnson
Today is the first step towards putting our record NHS funding commitment into law. https://t.co/IXyhtub9SY,107,2020-01-15 14:05:18,Twitter Web App,6966,1173,BorisJohnson
"RT @10DowningStreet: ""To our fantastic British Tamil community, and to Tamils around the world, I wish you a very happy Thai Pongal."" — PM…",139,2020-01-15 09:19:40,Twitter Web App,0,1065,BorisJohnson
"RT @BorisJohnson: We will leave the EU on January 31st and build a great new partnership with our European friends. 

Britain has a bright…",139,2020-01-15 08:36:34,Twitter for iPhone,0,3308,BorisJohnson
"We will leave the EU on January 31st and build a great new partnership with our European friends. 

Britain has a bright future ahead. https://t.co/T4vggJi1l8",158,2020-01-14 14:30:45,Twitter Web App,15809,3308,BorisJohnson
"Today I have written to Nicola Sturgeon. The Scottish people voted decisively to keep our United Kingdom together, a result which both the Scottish and UK Governments committed to respect. 

Let's make 2020 a year of growth and opportunity for the whole of the UK 🇬🇧 https://t.co/JjQp3X2J2n",290,2020-01-14 11:02:05,Twitter Web App,32042,5737,BorisJohnson
"Northern Ireland politicians have put aside their differences, stepped up to the plate and shown leadership. https://t.co/CLpbqAZV7a",132,2020-01-13 20:38:13,Twitter for iPhone,3829,661,BorisJohnson
"There's a fantastic future for Northern Ireland as part of the United Kingdom, and we're here to support them. https://t.co/9JkdyplwW3",134,2020-01-13 19:04:59,Twitter for iPhone,5058,850,BorisJohnson
RT @10DowningStreet: PM @BorisJohnson meets First Minister @DUPleader and Deputy First Minister @moneillsf after parties agree to restore t…,140,2020-01-13 14:10:53,Twitter Web App,0,327,BorisJohnson
RIP Sir Roger Scruton. We have lost the greatest modern conservative thinker - who not only had the guts to say what he thought but said it beautifully.,152,2020-01-13 10:52:05,Twitter Web App,21868,3671,BorisJohnson
"RT @10DowningStreet: Prime Minister @BorisJohnson's statement on the death of His Majesty Sultan Qaboos bin Said al Said, Sultan of Oman. h…",140,2020-01-11 08:48:27,Twitter for iPhone,0,702,BorisJohnson
This is a great step forwards for the people of Northern Ireland and for restoring public confidence in stable devolved Government and delivering much needed reforms to public services.,185,2020-01-10 18:38:22,Twitter for iPhone,8111,1089,BorisJohnson
"RT @10DowningStreet: ""My thoughts are with the prison staff who were injured in the suspected terrorist incident at HMP Whitemoor and I wou…",140,2020-01-10 13:23:50,Twitter Web App,0,644,BorisJohnson
RT @10DowningStreet: Prime Minister @BorisJohnson's statement on Ukrainian International Airlines Flight 752. https://t.co/WK78lyIyIK,133,2020-01-09 21:35:43,Twitter for iPhone,0,812,BorisJohnson
"Today I met with @vonderleyen. When we leave the EU on January 31st, we will negotiate a new free trade agreement with our European partners and continue to work together as friends and sovereign equals to tackle the world’s greatest challenges. https://t.co/ahN6gYqIVn",269,2020-01-08 18:15:54,Twitter Web App,6463,1091,BorisJohnson
"RT @10DowningStreet: “Wishing everyone celebrating Orthodox and Coptic Christmas in the UK, Egypt, and across the world a joyful and peacef…",140,2020-01-07 07:52:59,Twitter Web App,0,542,BorisJohnson
Our hearts go out to all those in Australia affected by these devastating fires. I have been in touch with PM @ScottMorrisonMP to offer any assistance we can provide. We stand with you at this very difficult time. 🇬🇧🇦🇺,218,2020-01-06 21:24:28,Twitter Web App,27376,3370,BorisJohnson
This is going to be a fantastic year for Britain. https://t.co/dLQUVauCKg,73,2020-01-02 10:18:00,TweetDeck,40772,12804,BorisJohnson
"RT @10DowningStreet: ""The @earthshotprize is a brilliant initiative that will inspire a decade of action to help protect our planet. When w…",140,2020-01-01 14:46:47,Twitter for iPhone,0,472,BorisJohnson
