Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month,TweetsTokenized
"Hi Noah! Great idea. So here’s what I’m thinking: If you send your questions in by 6PM EDT tomorrow and get your friends to do the same, @CPHO_Canada and I will answer some this weekend. Get all the info here:",257,2020-04-02 22:49:22,Twitter for iPhone,7107,2307,JustinTrudeau,1245845810102906880,False,https://t.co/xDvWqBsAGl,en,April,"['hi', 'noah', 'great', 'idea', 'heres', 'thinking', 'send', 'questions', '6pm', 'edt', 'tomorrow', 'friends', '@cpho_canada', 'answer', 'weekend', 'info']"
"This still holds true and it’s very simple. If you don’t have to go outside, don’t. Because by staying home, you’ll keep yourself and so many others safe. #StayHome #TBT",193,2020-04-02 19:01:37,Twitter for iPhone,3005,743,JustinTrudeau,1245788493789396998,False,https://t.co/ATg4I2LP2W,en,April,"['still', 'holds', 'simple', 'outside', 'staying', 'home', 'youll', 'safe', '#stayhome', '#tbt']"
HAPPENING NOW: I’m speaking from Rideau Cottage to give an update on our government’s response to the COVID-19 situation and the steps we’re taking to help you get through this difficult time. Watch it live:,231,2020-04-02 15:16:23,Twitter for iPhone,823,170,JustinTrudeau,1245731814297214976,False,https://t.co/F1BCZiPeD2,en,April,"['happening', 'speaking', 'rideau', 'cottage', 'give', 'update', 'governments', 'response', 'covid19', 'situation', 'steps', 'taking', 'help', 'difficult', 'watch', 'live']"
"On #WorldAutismAwarenessDay, I want to acknowledge the very real and unique challenges that people with autism and their families are currently facing. Now more than ever, let’s show each other kindness and compassion - and let’s celebrate everything that makes us who we are.",276,2020-04-02 13:00:28,Twitter for iPhone,7260,1858,JustinTrudeau,1245697609244827648,False,,en,April,"['#worldautismawarenessday', 'acknowledge', 'real', 'unique', 'challenges', 'people', 'autism', 'families', 'currently', 'facing', 'lets', 'show', 'kindness', 'compassion', 'lets', 'celebrate', 'makes']"
To those working around the clock on the front lines - from farmers and seafood processors to delivery drivers and air cargo workers - we really can’t thank you enough for the work you’re doing. We’ll keep doing everything we can to support you and keep you safe.,263,2020-04-01 22:12:30,Twitter for iPhone,13246,1933,JustinTrudeau,1245474145778970627,False,,en,April,"['working', 'clock', 'front', 'lines', 'farmers', 'seafood', 'processors', 'delivery', 'drivers', 'air', 'cargo', 'workers', 'cant', 'thank', 'enough', 'work', 'support', 'safe']"
"Spoke on the phone with President @CyrilRamaphosa of South Africa today. We talked about the latest COVID-19 developments and shared with each other the measures we’re taking to keep people safe and support our economies. For more on our call, click here:",279,2020-04-01 20:31:28,Twitter for iPhone,550,113,JustinTrudeau,1245448718561796097,False,https://t.co/WhtwS9jEet,en,April,"['spoke', 'phone', 'president', '@cyrilramaphosa', 'south', 'africa', 'talked', 'latest', 'covid19', 'developments', 'shared', 'measures', 'taking', 'people', 'safe', 'support', 'economies', 'call', 'click']"
"To speed the process up, we’re recommending that you register online and choose to receive direct deposits. So to create your account and get everything ready, click here:",195,2020-04-01 19:05:10,Twitter for iPhone,3052,771,JustinTrudeau,1245426999843266561,False,https://t.co/877YMB6Vgz,en,April,"['speed', 'process', 'recommending', 'register', 'online', 'choose', 'receive', 'direct', 'deposits', 'create', 'account', 'ready', 'click']"
"If you’ve lost your income because of COVID-19, the Canada Emergency Response Benefit will give you $2,000 a month for up to 4 months. It doesn’t matter whether you worked full time, on contract, or were self-employed - you qualify and can apply starting the week of April 6th.",277,2020-04-01 19:05:10,Twitter for iPhone,32654,9388,JustinTrudeau,1245426998459146241,False,,en,April,"['youve', 'lost', 'income', 'covid19', 'canada', 'emergency', 'response', 'benefit', 'give', '2000', 'month', '4', 'months', 'matter', 'whether', 'worked', 'full', 'contract', 'selfemployed', 'qualify', 'apply', 'starting', 'week', 'april', '6th']"
"WATCH HERE: In just a few minutes, I’ll be back out to give my daily update on the COVID-19 situation and to talk about the work we’re doing to help you, your business, and your workers. Tune in for the details:",235,2020-04-01 15:13:24,Twitter for iPhone,767,154,JustinTrudeau,1245368673403056128,False,https://t.co/vHGGEXTZPX,en,April,"['watch', 'minutes', 'give', 'daily', 'update', 'covid19', 'situation', 'talk', 'work', 'help', 'business', 'workers', 'tune', 'details']"
"While many of us are working from home, there are others who aren’t able to do that - like the truck drivers who are working day and night to make sure our shelves are stocked. So when you can, please #ThankATrucker for everything they’re doing and help them however you can.",275,2020-04-01 00:01:26,Twitter for iPhone,21961,3504,JustinTrudeau,1245139169934016517,False,,en,April,"['working', 'home', 'arent', 'able', 'truck', 'drivers', 'working', 'night', 'shelves', 'stocked', 'please', '#thankatrucker', 'help', 'however']"
"As we work with businesses to fight COVID-19, I’d like to thank those that have donated personal protective equipment and sanitizing supplies to our health care workers on the front line - including @Foundation_Ma, @HomeDepotCanada, and @Suncor.",245,2020-03-31 22:59:34,Twitter for iPhone,1604,226,JustinTrudeau,1245123602464333834,False,,en,March,"['work', 'businesses', 'fight', 'covid19', 'id', 'thank', 'donated', 'personal', 'protective', 'equipment', 'sanitizing', 'supplies', 'health', 'care', 'workers', 'front', 'line', '@foundation_ma', '@homedepotcanada', '@suncor']"
"We’re a diverse country, and we get stronger every day when we embrace and celebrate who we are. So to the transgender community, know that we see you. We support you. And we’ll keep working with you to make our country more inclusive for everyone. #TransDayOfVisibility",294,2020-03-31 21:48:16,Twitter for iPhone,1822,360,JustinTrudeau,1245105659215052800,False,https://t.co/HZrtBWdOfG,en,March,"['diverse', 'country', 'stronger', 'embrace', 'celebrate', 'transgender', 'community', 'support', 'working', 'country', 'inclusive', 'everyone', '#transdayofvisibility']"
"Congratulations to Greta Bossenmaier on this new appointment. Having served Canadians with dedication and integrity for more than three decades, including most recently as my National Security and Intelligence Advisor, she has the knowledge and experience to make a difference.",301,2020-03-31 19:56:04,Twitter for iPhone,437,70,JustinTrudeau,1245077421512163328,False,https://t.co/UHKtMoVyoj,en,March,"['congratulations', 'greta', 'bossenmaier', 'new', 'appointment', 'served', 'canadians', 'dedication', 'integrity', 'decades', 'recently', 'national', 'security', 'intelligence', 'advisor', 'knowledge', 'experience', 'difference']"
"To get the Canada Emergency Response Benefit faster once applications are open, you can sign up in advance for My Account through the @CanRevAgency. And if you can, choose direct deposit to get money into your account sooner. ➡️",276,2020-03-31 18:44:17,Twitter for iPhone,714,347,JustinTrudeau,1245059356003098626,False,https://t.co/8ACNQzODAh,en,March,"['canada', 'emergency', 'response', 'benefit', 'faster', 'applications', 'sign', 'advance', 'account', '@canrevagency', 'choose', 'direct', 'deposit', 'money', 'account', 'sooner']"
"Since asking businesses to join the fight against COVID-19, we’ve spoken with almost 3,000 of them who’ve reached out and offered to help. And as the demand for health supplies goes up, we’re working together so Canada is able to keep up. Get more details:",280,2020-03-31 16:42:30,Twitter for iPhone,499,124,JustinTrudeau,1245028707976257536,False,https://t.co/sdv7wYBwFz,en,March,"['asking', 'businesses', 'join', 'fight', 'covid19', 'spoken', 'almost', '3000', 'whove', 'reached', 'offered', 'help', 'demand', 'health', 'supplies', 'goes', 'working', 'together', 'canada', 'able', 'details']"
"Through the Next Generation Manufacturing Supercluster, we’re helping companies here at home develop vaccines, ventilators, and more. And we’re investing $2 billion to purchase protective personal equipment - including for bulk purchases with provinces and territories.",269,2020-03-31 16:42:29,Twitter for iPhone,511,99,JustinTrudeau,1245028706915102720,False,,en,March,"['next', 'generation', 'manufacturing', 'supercluster', 'helping', 'companies', 'home', 'develop', 'vaccines', 'ventilators', 'investing', '2', 'billion', 'purchase', 'protective', 'personal', 'equipment', 'bulk', 'purchases', 'provinces', 'territories']"
"We’ve signed new agreements with three Canadian companies so they can make portable ventilators, surgical masks, and test kits. We’ve also signed letters of intent with five other companies to produce more test kits, hand sanitizer, and protective masks and gowns.",264,2020-03-31 16:42:29,Twitter for iPhone,670,117,JustinTrudeau,1245028705812037632,False,,en,March,"['signed', 'new', 'agreements', 'canadian', 'companies', 'portable', 'ventilators', 'surgical', 'masks', 'test', 'kits', 'signed', 'letters', 'intent', 'five', 'companies', 'produce', 'test', 'kits', 'hand', 'sanitizer', 'protective', 'masks', 'gowns']"
"Right across the country, Canadian businesses are stepping up to help our health care workers. And together, we’re making progress and delivering critical supplies so those on the front line have the tools they need to keep you safe.",233,2020-03-31 16:42:29,Twitter for iPhone,2999,454,JustinTrudeau,1245028704323022849,False,,en,March,"['across', 'country', 'canadian', 'businesses', 'stepping', 'help', 'health', 'care', 'workers', 'together', 'making', 'progress', 'delivering', 'critical', 'supplies', 'front', 'line', 'tools', 'safe']"
TUNE IN NOW: I’m giving an update from Rideau Cottage on how we’re harnessing Canadian talent so our health care providers have what they need to keep you safe. Watch it live here:,204,2020-03-31 15:17:40,Twitter for iPhone,483,109,JustinTrudeau,1245007360327901186,False,https://t.co/cth1l9NIbo,en,March,"['tune', 'giving', 'update', 'rideau', 'cottage', 'harnessing', 'canadian', 'talent', 'health', 'care', 'providers', 'safe', 'watch', 'live']"
"My friend @RalphGoodale has always stepped up to serve his fellow Canadians, and as the new Special Advisor for our response to the Flight 752 tragedy, he’ll continue to do so while getting justice for the families of the victims. Get the details:",271,2020-03-31 14:12:52,Twitter for iPhone,986,142,JustinTrudeau,1244991051275931649,False,https://t.co/x9MylPEpIn,en,March,"['friend', '@ralphgoodale', 'stepped', 'serve', 'fellow', 'canadians', 'new', 'special', 'advisor', 'response', 'flight', '752', 'tragedy', 'hell', 'continue', 'justice', 'families', 'victims', 'details']"
We’re going to stay in touch and continue to share ideas on this issue. Read a summary of our call here:,128,2020-03-31 03:58:23,Twitter for iPhone,365,68,JustinTrudeau,1244836411414663168,False,https://t.co/fEBgem8ONC,en,March,"['stay', 'touch', 'continue', 'share', 'ideas', 'issue', 'summary', 'call']"
Caught up with Prime Minister @ScottMorrisonMP this evening. We talked about the impact COVID-19 is having in Canada and Australia. We also talked about the steps we’re each taking to keep people safe and protect our economies.,227,2020-03-31 03:58:21,Twitter for iPhone,1963,239,JustinTrudeau,1244836402937896962,False,,en,March,"['caught', 'prime_minister', '@scottmorrisonmp', 'evening', 'talked', 'impact', 'covid19', 'canada', 'australia', 'talked', 'steps', 'taking', 'people', 'safe', 'protect', 'economies']"
"And in communities all across Newfoundland and Labrador, families are coming together - with the help of some cute teddy bears - to keep kids entertained and occupied. In this challenging time, there’s nothing wrong with a little levity.",261,2020-03-31 02:54:30,Twitter for iPhone,1432,201,JustinTrudeau,1244820335788199937,False,https://t.co/e4hTIpMwPJ,en,March,"['communities', 'across', 'newfoundland', 'labrador', 'families', 'coming', 'together', 'help', 'cute', 'teddy', 'bears', 'kids', 'entertained', 'occupied', 'challenging', 'theres', 'nothing', 'wrong', 'little', 'levity']"
"Jordynn Klein and other medical students at @UofT wanted to help health care workers however they could. And since offering their services, they’ve been busy babysitting, running errands, and grabbing groceries for those on the front line.",263,2020-03-31 02:54:29,Twitter for iPhone,2040,365,JustinTrudeau,1244820334013972487,False,https://t.co/v6Vq8SHhFy,en,March,"['jordynn', 'klein', 'medical', 'students', '@uoft', 'wanted', 'help', 'health', 'care', 'workers', 'however', 'could', 'offering', 'services', 'theyve', 'busy', 'babysitting', 'running', 'errands', 'grabbing', 'groceries', 'front', 'line']"
"To make sure her more vulnerable neighbours had the food, housing, and care they needed, Kristene Perron started an online group. Now, people across Quadra Island are making homemade meals, picking up prescriptions, and helping others however they can.",276,2020-03-31 02:54:29,Twitter for iPhone,1073,188,JustinTrudeau,1244820332248272901,False,https://t.co/QgBvSQIZVE,en,March,"['vulnerable', 'neighbours', 'food', 'housing', 'care', 'needed', 'kristene', 'perron', 'started', 'online', 'group', 'people', 'across', 'quadra', 'island', 'making', 'homemade', 'meals', 'picking', 'prescriptions', 'helping', 'however']"
"In Edmonton, what started as a group of 20 people bringing groceries and supplies to those in isolation has quickly grown to include more than 100 volunteers. And thanks to their efforts, more than 200 people have what they need.",253,2020-03-31 02:54:29,Twitter for iPhone,965,144,JustinTrudeau,1244820330184654850,False,https://t.co/qVzXJQ1lOJ,en,March,"['edmonton', 'started', 'group', '20', 'people', 'bringing', 'groceries', 'supplies', 'isolation', 'quickly', 'grown', 'include', '100', 'volunteers', 'thanks', 'efforts', '200', 'people']"
"For example, check out this story from Calgary. The staff at Angel’s Cafe used their last delivery of supplies to make meals for anyone in need, and now they’re using the cafe to prepare hampers for those who are in isolation and can’t buy groceries.",274,2020-03-31 02:54:28,Twitter for iPhone,1161,182,JustinTrudeau,1244820328578236417,False,https://t.co/5s5929T81D,en,March,"['example', 'check', 'story', 'calgary', 'staff', 'angels', 'cafe', 'used', 'delivery', 'supplies', 'meals', 'anyone', 'using', 'cafe', 'prepare', 'hampers', 'isolation', 'cant', 'buy', 'groceries']"
We’re only going to get through this by pulling together - and that’s exactly what many of you have been doing from the beginning. Here’s a good look at the “caremongering” movement that has inspired acts of kindness in communities across the country.,275,2020-03-31 02:54:28,Twitter for iPhone,1132,201,JustinTrudeau,1244820327051546630,False,https://t.co/KUol4KAgDi,en,March,"['pulling', 'together', 'exactly', 'beginning', 'heres', 'good', 'caremongering', 'movement', 'inspired', 'acts', 'kindness', 'communities', 'across', 'country']"
"There’s no doubt these are tough times - but so many of you right across the country are stepping up to help your neighbours and even complete strangers. I couldn’t include every example below because there are too many, but here’s some #MondayMotivation for you. ⤵️",266,2020-03-31 02:54:25,Twitter for iPhone,7568,1264,JustinTrudeau,1244820315152289795,False,,en,March,"['theres', 'doubt', 'tough', 'times', 'across', 'country', 'stepping', 'help', 'neighbours', 'complete', 'strangers', 'couldnt', 'include', 'example', 'heres', '#mondaymotivation']"
"I just had another call with Premier @francoislegault. We’re working together to support workers and businesses across Quebec, and our focus will continue to be on helping people get through this difficult time.",211,2020-03-30 23:29:54,Twitter for iPhone,1936,212,JustinTrudeau,1244768848345169923,False,,en,March,"['another', 'call', 'premier', '@francoislegault', 'working', 'together', 'support', 'workers', 'businesses', 'across', 'quebec', 'focus', 'continue', 'helping', 'people', 'difficult']"
"With guaranteed loans for businesses of all sizes, we’re helping you access credit more easily. So if your business is struggling with cash flow because of COVID-19, we’re making sure you can pull through. Find out how you can access these loans here:",275,2020-03-30 21:02:04,Twitter for iPhone,721,117,JustinTrudeau,1244731645305016320,False,https://t.co/ttSYUcbxSB,en,March,"['guaranteed', 'loans', 'businesses', 'sizes', 'helping', 'access', 'credit', 'easily', 'business', 'struggling', 'cash', 'flow', 'covid19', 'making', 'pull', 'find', 'access', 'loans']"
"With the Canada Emergency Response Benefit, we’re helping you if you’ve lost your income. Whether you worked full time, on contract, or were self-employed, we’ll give you $2,000 a month for up to 4 months. Learn more about this benefit here:",265,2020-03-30 21:02:04,Twitter for iPhone,1007,216,JustinTrudeau,1244731643761504258,False,https://t.co/uFxDpPzfCz,en,March,"['canada', 'emergency', 'response', 'benefit', 'helping', 'youve', 'lost', 'income', 'whether', 'worked', 'full', 'contract', 'selfemployed', 'give', '2000', 'month', '4', 'months', 'learn', 'benefit']"
"With the Canada Emergency Wage Subsidy, we’re helping you keep your workers on the payroll. If your revenues have decreased by at least 30% because of COVID-19, your business is eligible. It applies to non-profits and charities, as well as companies both big and small.",269,2020-03-30 21:02:04,Twitter for iPhone,907,141,JustinTrudeau,1244731642356391936,False,,en,March,"['canada', 'emergency', 'wage', 'subsidy', 'helping', 'workers', 'payroll', 'revenues', 'decreased', 'least', '30', 'covid19', 'business', 'eligible', 'applies', 'nonprofits', 'charities', 'companies', 'big']"
"We’re pulling out all the stops to get you the help you need during this difficult time - and we’ve set up a comprehensive 3-point plan to support you, your business, and your workers. Here’s what we’re doing. ⤵️",212,2020-03-30 21:02:03,Twitter for iPhone,5293,767,JustinTrudeau,1244731638384414720,False,,en,March,"['pulling', 'stops', 'help', 'difficult', 'set', 'comprehensive', '3point', 'plan', 'support', 'business', 'workers', 'heres']"
TUNE IN: I’m giving an update on the COVID-19 situation and talking about the benefits available to small business owners and entrepreneurs across the country. Watch my update here:,205,2020-03-30 15:23:34,Twitter for iPhone,811,199,JustinTrudeau,1244646457820491776,False,https://t.co/nIBattq2IK,en,March,"['tune', 'giving', 'update', 'covid19', 'situation', 'talking', 'benefits', 'available', 'business', 'owners', 'entrepreneurs', 'across', 'country', 'watch', 'update']"
"As many of us head into another week of working from home, let’s keep listening to experts like Dr. Tam. If you don’t absolutely have to go out, stay home. It’ll keep you, your loved ones, and front line workers safe.",241,2020-03-30 13:32:24,Twitter Media Studio,3494,1083,JustinTrudeau,1244618480516837377,False,https://t.co/dL8U58vjM9,en,March,"['head', 'another', 'week', 'working', 'home', 'lets', 'listening', 'experts', 'dr', 'tam', 'absolutely', 'stay', 'home', 'itll', 'loved', 'ones', 'front', 'line', 'workers', 'safe']"
"If you’re a kid adjusting to a new kind of routine right now, or a senior feeling particularly isolated during this uncertain time: It’s okay to be worried. But we’ve got your back, and we’ll work to get you the help you need. ⤵️",253,2020-03-30 02:09:48,Twitter Media Studio,8057,1402,JustinTrudeau,1244446697415114752,False,https://t.co/Onyl7aoDB5,en,March,"['kid', 'adjusting', 'new', 'kind', 'routine', 'senior', 'feeling', 'particularly', 'isolated', 'uncertain', 'okay', 'worried', 'work', 'help']"
"It’s okay to feel anxious or stressed. And it’s okay to have tough days. But you need to know that you’re not alone. So if you’re having a tough time, please reach out - to your friends, to your family, or to resources like @KidsHelpPhone. And together we’ll get through this.",300,2020-03-29 20:59:14,Twitter Media Studio,13368,3504,JustinTrudeau,1244368541446483973,False,https://t.co/TOOWjDumOg,en,March,"['okay', 'feel', 'anxious', 'stressed', 'okay', 'tough', 'days', 'alone', 'tough', 'please', 'reach', 'friends', 'family', 'resources', '@kidshelpphone', 'together']"
We’re going to keep working with community organizations to make sure you have a safe place to turn and the help you need - because we promised to help everyone get through this difficult time and we meant it. Get more info on today’s announcement:,272,2020-03-29 18:58:50,Twitter for iPhone,1223,245,JustinTrudeau,1244338242973044737,False,https://t.co/LO715dO5Dx,en,March,"['working', 'community', 'organizations', 'safe', 'place', 'turn', 'help', 'promised', 'help', 'everyone', 'difficult', 'meant', 'info', 'todays', 'announcement']"
"If you’re a senior who can’t get out for groceries or the basics, know that we’re working with the @UWCCanada to provide you with immediate essential services - which includes everything from health check-ins to grocery delivery. Whatever you need, we’ll be there for you.",272,2020-03-29 18:58:50,Twitter for iPhone,1527,301,JustinTrudeau,1244338241819508736,False,,en,March,"['senior', 'cant', 'groceries', 'basics', 'working', '@uwccanada', 'provide', 'immediate', 'essential', 'services', 'includes', 'health', 'checkins', 'grocery', 'delivery', 'whatever']"
"If you can’t go home because it isn’t safe, know that we’re making sure women’s shelters and sexual assault centres have what they need to support you. And if you don’t have a home, know that we’ve increased funding to address how COVID-19 is impacting you too.",261,2020-03-29 18:58:49,Twitter for iPhone,2769,662,JustinTrudeau,1244338240238338050,False,,en,March,"['cant', 'home', 'isnt', 'safe', 'making', 'womens', 'shelters', 'sexual', 'assault', 'centres', 'support', 'home', 'increased', 'funding', 'address', 'covid19', 'impacting']"
"If you’re a kid who isn’t sure where to turn right now, know there are people you can talk to at @KidsHelpPhone. And know that we’re helping them hire more counsellors and train more volunteers so you can get the mental health support you need, when you need it.",262,2020-03-29 18:58:49,Twitter for iPhone,1206,307,JustinTrudeau,1244338239051358209,False,,en,March,"['kid', 'isnt', 'turn', 'people', 'talk', '@kidshelpphone', 'helping', 'hire', 'counsellors', 'train', 'volunteers', 'mental_health', 'support']"
COVID-19 is having an impact on people right across the country - but we know that some communities are more vulnerable to its impacts than others. So here’s what we’re doing to help the most vulnerable and make sure no one gets left behind. ⤵️,244,2020-03-29 18:58:48,Twitter for iPhone,6312,1114,JustinTrudeau,1244338235481997315,False,,en,March,"['covid19', 'impact', 'people', 'across', 'country', 'communities', 'vulnerable', 'impacts', 'heres', 'help', 'vulnerable', 'gets', 'left', 'behind']"
HAPPENING NOW: I’m announcing new measures that will help our most vulnerable Canadians and support organizations that deliver critical services. Tune in here:,183,2020-03-29 15:16:24,Twitter for iPhone,1622,328,JustinTrudeau,1244282267914166273,False,https://t.co/kqTEZxJQRH,en,March,"['happening', 'announcing', 'new', 'measures', 'help', 'vulnerable', 'canadians', 'support', 'organizations', 'deliver', 'critical', 'services', 'tune']"
"It doesn’t matter how we meet, the PM’s Youth Council is always ready to get to work. Thanks for sharing your thoughts on fighting COVID-19 - I’m counting on you, and all young people, to use your voices and remind others how important physical distancing is. You’ve got this.",300,2020-03-29 01:56:14,Twitter for iPhone,3830,526,JustinTrudeau,1244080896602451968,False,https://t.co/u1LEkQBE2p,en,March,"['matter', 'meet', 'pms', 'youth', 'council', 'ready', 'work', 'thanks', 'sharing', 'thoughts', 'fighting', 'covid19', 'counting', 'young', 'people', 'use', 'voices', 'remind', 'important', 'physical', 'distancing', 'youve']"
"If you’re a small business owner or entrepreneur, we’re here to help. We’re increasing the wage subsidy up to 75% for qualifying businesses, launching the Canada Emergency Business Account, deferring GST and HST payments, and more so you have the support you need to pull through.",304,2020-03-28 23:49:00,Twitter for iPhone,1642,477,JustinTrudeau,1244048879710015493,False,https://t.co/jusWH68x50,en,March,"['business', 'owner', 'entrepreneur', 'help', 'increasing', 'wage', 'subsidy', '75', 'qualifying', 'businesses', 'launching', 'canada', 'emergency', 'business', 'account', 'deferring', 'gst', 'hst', 'payments', 'support', 'pull']"
"You’re already at home tonight, so why not unplug for #EarthHour at 8:30PM local time? Whatever you do tonight, #StayAtHomeAndStaySafe.",135,2020-03-28 23:24:24,Twitter for iPhone,14295,2188,JustinTrudeau,1244042688904736773,False,,en,March,"['home', 'tonight', 'unplug', '#earthhour', '830pm', 'local', 'whatever', 'tonight', '#stayathomeandstaysafe']"
"@ctrevors What a great reminder! Thanks for sharing this video, Cindy - please let your granddaughter know I’m glad she’s helping to spread the word. I hope everyone listens to her advice and remembers to wash their hands and stay home. Because she’s right - that’s how we’ll all stay safe.",290,2020-03-28 16:43:18,Twitter for iPhone,332,34,JustinTrudeau,1243941746289016835,False,,en,March,"['@ctrevors', 'great', 'reminder', 'thanks', 'sharing', 'video', 'cindy', 'please', 'granddaughter', 'glad', 'shes', 'helping', 'spread', 'word', 'hope', 'everyone', 'listens', 'advice', 'remembers', 'wash', 'hands', 'stay', 'home', 'shes', 'stay', 'safe']"
WATCH LIVE: I’ll be back out in just a few minutes to give you my daily update on the COVID-19 situation and the steps the government is taking to help you and your business pull through. Catch it all here:,230,2020-03-28 15:13:10,Twitter for iPhone,1370,243,JustinTrudeau,1243919065225351174,False,https://t.co/HoTz4J9cqc,en,March,"['watch', 'live', 'minutes', 'give', 'daily', 'update', 'covid19', 'situation', 'steps', 'government', 'taking', 'help', 'business', 'pull', 'catch']"
"Stay home. It doesn’t matter that the weekend’s almost here - if you choose to gather in groups or hang out with your friends, you’re putting yourself, those around you, and our health care workers at risk. So take this seriously. Do the right thing and stay home this weekend.",277,2020-03-27 23:30:08,Twitter for iPhone,86143,24907,JustinTrudeau,1243681744294948865,False,,en,March,"['stay', 'home', 'matter', 'weekends', 'almost', 'choose', 'gather', 'groups', 'hang', 'friends', 'putting', 'health', 'care', 'workers', 'risk', 'take', 'seriously', 'thing', 'stay', 'home', 'weekend']"
"Captain Wiseman, thanks for sharing this message. I couldn’t agree more with what you said about your crew - and all crews going above and beyond right now to get travellers home and families reunited. They represent the very best of our country, and we’re so thankful for them.",302,2020-03-27 20:05:34,Twitter for iPhone,5530,881,JustinTrudeau,1243630260593340417,False,https://t.co/tk5w6Hy2LK,en,March,"['captain', 'wiseman', 'thanks', 'sharing', 'message', 'couldnt', 'agree', 'crew', 'crews', 'beyond', 'travellers', 'home', 'families', 'reunited', 'represent', 'best', 'country', 'thankful']"
"You’re going to get the support you need to help rebuild a more resilient and prosperous economy. So, to businesses across the country, please keep your workers on the payroll or think of hiring them back. Get more details on today’s announcement:",271,2020-03-27 17:31:50,Twitter for iPhone,876,239,JustinTrudeau,1243591574765948928,False,https://t.co/jUBQ7Pndnj,en,March,"['support', 'help', 'rebuild', 'resilient', 'prosperous', 'economy', 'businesses', 'across', 'country', 'please', 'workers', 'payroll', 'think', 'hiring', 'details', 'todays', 'announcement']"
"And if you’re struggling to get by and have a GST/HST payment due at the end of the quarter, we’ll give you more time. These payments, as well as duties and taxes owed on imports, will be deferred until June so you can use that money to cover your immediate needs instead.",272,2020-03-27 16:50:52,Twitter for iPhone,939,179,JustinTrudeau,1243581263191191552,False,,en,March,"['struggling', 'gsthst', 'payment', 'due', 'end', 'quarter', 'give', 'payments', 'duties', 'taxes', 'owed', 'imports', 'deferred', 'june', 'use', 'money', 'cover', 'immediate', 'needs', 'instead']"
"On top of that, we’re providing $12.5 billion through @ExportDevCanada and @BDC_CA to help out your small or medium-sized business. You’ll be able to apply for a guaranteed loan when you go to your financial institution to get help as you weather the impacts of COVID-19.",271,2020-03-27 16:50:52,Twitter for iPhone,975,211,JustinTrudeau,1243581261756710912,False,,en,March,"['top', 'providing', '125', 'billion', '@exportdevcanada', '@bdc_ca', 'help', 'mediumsized', 'business', 'youll', 'able', 'apply', 'guaranteed', 'loan', 'financial', 'institution', 'help', 'weather', 'impacts', 'covid19']"
"We’re also launching the Canada Emergency Business Account in case your small business is struggling with cash flow. This will allow banks to offer $40,000 loans - guaranteed by the government - to qualifying businesses. And these loans will be interest-free for the first year.",278,2020-03-27 16:50:51,Twitter for iPhone,722,160,JustinTrudeau,1243581260594909188,False,,en,March,"['launching', 'canada', 'emergency', 'business', 'account', 'case', 'business', 'struggling', 'cash', 'flow', 'allow', 'banks', 'offer', '40000', 'loans', 'guaranteed', 'government', 'qualifying', 'businesses', 'loans', 'interestfree', 'year']"
"If you own a small business and have had to slow down or stop your operations because of the COVID-19 pandemic, we’re increasing the temporary wage subsidy up to 75% for qualifying businesses so you can keep paying your staff. And we’ll backdate this subsidy to March 15.",271,2020-03-27 16:50:51,Twitter for iPhone,1527,360,JustinTrudeau,1243581259349188610,False,,en,March,"['business', 'slow', 'stop', 'operations', 'covid19', 'pandemic', 'increasing', 'temporary', 'wage', 'subsidy', '75', 'qualifying', 'businesses', 'paying', 'staff', 'backdate', 'subsidy', 'march', '15']"
Small business owners and entrepreneurs are the backbone of our economy and make our communities better places to live - but they’re facing difficult decisions and are worried about the coming months. Here’s what we’re going to do to take some of the pressure off. ⤵️,267,2020-03-27 16:50:50,Twitter for iPhone,6215,1244,JustinTrudeau,1243581257079980032,False,,en,March,"['business', 'owners', 'entrepreneurs', 'backbone', 'economy', 'communities', 'places', 'live', 'facing', 'difficult', 'decisions', 'worried', 'coming', 'months', 'heres', 'take', 'pressure']"
TUNE IN: I’m announcing significant measures that will support small business owners and entrepreneurs so they can pay their workers and bills during these challenging times. Click here to watch the announcement live:,241,2020-03-27 15:16:55,Twitter for iPhone,1495,353,JustinTrudeau,1243557618716749825,False,https://t.co/EhaizbykUG,en,March,"['tune', 'announcing', 'significant', 'measures', 'support', 'business', 'owners', 'entrepreneurs', 'pay', 'workers', 'bills', 'challenging', 'times', 'click', 'watch', 'announcement', 'live']"
The new Canada Emergency Response Benefit will help everyone who has lost their income because of COVID-19. Watch this video for more info. ⤵️,166,2020-03-27 01:00:43,Twitter Media Studio,6326,1542,JustinTrudeau,1243342149002973187,False,https://t.co/VIr9uORVDA,en,March,"['new', 'canada', 'emergency', 'response', 'benefit', 'help', 'everyone', 'lost', 'income', 'covid19', 'watch', 'video', 'info']"
"Across the country, farmers and food producers are working hard to make sure we can put food on the table. And we’re working hard to make sure they have the support they need to stay financially strong and get through this tough time. ⤵️",261,2020-03-27 00:01:44,Twitter for iPhone,1749,314,JustinTrudeau,1243327307772723207,False,https://t.co/8yIy2xtxDr,en,March,"['across', 'country', 'farmers', 'food', 'producers', 'working', 'hard', 'put', 'food', 'table', 'working', 'hard', 'support', 'stay', 'financially', 'strong', 'tough']"
